站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58507,20250605221700,4.8,1008.4,45,269,13.2,0.3,10465.7
58519,20250605221700,31.3,1006.9,53,270,14.0,1.2,10189.6
58527,20250605221700,11.8,1012.3,25,344,1.8,0.3,10297.6
58600,20250605221700,8.1,1004.9,27,279,11.4,1.4,10405.6
58606,20250605221700,22.0,1005.4,71,259,2.5,1.3,10040.5
58608,20250605221700,21.0,1016.9,94,253,5.0,1.1,10069.1
58622,20250605221700,34.1,1002.5,33,231,6.5,0.6,10169.8
58626,20250605221700,8.3,1021.1,42,36,0.2,1.3,10014.5
58634,20250605221700,31.9,1020.6,76,79,5.2,0.9,10310.7
58637,20250605221700,8.0,1006.4,14,100,13.1,0.0,10137.4
58705,20250605221700,8.1,1006.8,53,274,6.0,0.3,10132.5
58715,20250605221700,27.5,1012.9,54,239,2.0,0.6,10081.2
58718,20250605221700,12.3,1024.6,40,64,9.4,1.5,10224.9
58806,20250605221700,19.8,1024.0,15,178,14.6,1.3,10191.0
58813,20250605221700,7.7,1016.5,82,9,1.0,1.2,10030.7
59092,20250605221700,7.0,1021.1,40,285,12.1,0.7,10406.4
59102,20250605221700,24.3,1004.3,12,268,4.1,0.7,10029.0
54236,20250605221700,8.5,1002.3,89,304,12.8,0.6,10444.9
54237,20250605221700,2.5,1009.2,40,34,2.4,0.8,10387.7
54243,20250605221700,23.4,1008.4,58,194,4.8,0.4,10117.6
54254,20250605221700,7.1,1026.2,85,264,0.3,0.4,10114.9
54259,20250605221700,29.4,1022.2,44,52,3.8,0.5,10467.4
54324,20250605221700,16.8,1019.6,84,13,1.0,0.7,10338.1
54326,20250605221700,3.4,1020.3,49,30,7.2,0.2,10336.9
54333,20250605221700,12.0,1006.7,32,341,11.4,1.2,10091.0
54334,20250605221700,16.9,1013.8,57,206,13.7,0.4,10377.8
54335,20250605221700,2.5,1007.5,50,214,13.3,0.4,10068.4
54337,20250605221700,24.4,1014.2,9,290,1.2,0.7,10056.5
54339,20250605221700,18.4,1000.9,24,17,5.6,0.9,10496.7
54342,20250605221700,17.3,1022.7,57,182,7.7,0.7,10090.2
54346,20250605221700,11.7,1012.6,76,262,8.8,0.4,10099.6
54349,20250605221700,22.1,1021.0,42,87,0.9,0.3,10310.9
54351,20250605221700,27.1,1003.1,87,337,4.6,1.2,10133.6
54353,20250605221700,15.4,1023.1,92,167,14.5,0.5,10032.1
54365,20250605221700,7.3,1019.9,45,122,2.7,0.1,10054.9
54452,20250605221700,11.5,1023.7,6,298,1.4,0.5,10226.1
54454,20250605221700,32.3,1002.3,78,276,5.5,0.7,10488.4
54455,20250605221700,15.3,1019.0,85,307,14.3,0.9,10384.2
54470,20250605221700,3.9,1006.7,25,174,14.8,0.3,10495.2
54471,20250605221700,22.5,1017.0,65,20,7.0,0.5,10333.6
54472,20250605221700,28.4,1014.1,11,220,10.5,0.4,10397.1
54476,20250605221700,1.0,1013.8,23,5,5.1,0.7,10315.6
54486,20250605221700,24.4,1022.0,41,93,9.7,0.4,10226.9
54493,20250605221700,24.5,1014.6,25,120,0.8,0.4,10393.9
54497,20250605221700,22.8,1004.2,99,95,14.6,1.1,10099.9
54563,20250605221700,15.1,1005.4,73,253,12.7,0.2,10047.7
54579,20250605221700,18.0,1016.6,70,275,7.1,1.4,10298.5
54584,20250605221700,27.1,1010.9,13,76,0.2,1.5,10149.4
54660,20250605221700,11.1,1018.0,90,149,8.5,1.2,10177.5
54662,20250605221700,33.1,1019.6,50,24,10.0,0.3,10250.6
50425,20250605221700,27.9,1005.4,24,150,1.0,0.1,10179.3
50434,20250605221700,33.3,1010.1,66,24,12.6,0.5,10486.6
50514,20250605221700,17.8,1013.3,48,131,4.0,0.3,10133.8
50527,20250605221700,22.7,1003.9,82,318,9.0,0.5,10263.2
50548,20250605221700,24.2,1021.0,98,251,1.1,0.2,10227.7
50603,20250605221700,32.3,1026.1,65,266,13.7,0.4,10421.0
50618,20250605221700,31.5,1026.0,85,346,0.0,0.2,10311.1
50632,20250605221700,29.3,1020.2,64,180,3.1,0.4,10483.8
50639,20250605221700,7.3,1002.8,21,85,2.5,0.5,10438.5
50727,20250605221700,33.8,1021.2,32,281,3.3,0.5,10369.2
50834,20250605221700,7.3,1018.3,32,260,9.0,0.6,10421.8
50838,20250605221700,9.1,1024.8,64,304,8.6,0.2,10499.9
50915,20250605221700,21.9,1024.1,61,193,14.1,0.9,10097.4
50924,20250605221700,6.8,1020.7,6,126,11.9,0.2,10364.2
52267,20250605221700,30.3,1001.9,76,8,3.4,0.1,10403.6
52495,20250605221700,7.4,1001.9,85,275,1.4,0.7,10074.5
52576,20250605221700,5.2,1014.7,83,202,13.6,0.7,10113.6
53068,20250605221700,12.7,1006.8,0,248,4.0,0.1,10395.4
53083,20250605221700,26.0,1015.1,68,5,12.2,0.9,10129.7
53149,20250605221700,10.6,1013.7,53,212,13.8,0.4,10285.3
53192,20250605221700,5.3,1001.4,82,65,2.9,1.1,10312.1
53195,20250605221700,11.5,1003.5,6,164,6.3,0.8,10223.3
53276,20250605221700,0.6,1017.1,63,46,5.4,0.9,10331.5
53336,20250605221700,32.8,1022.6,67,16,3.8,0.9,10150.9
53352,20250605221700,12.9,1015.8,11,202,0.9,0.8,10228.1
53362,20250605221700,33.8,1011.8,58,323,3.8,1.3,10414.6
53367,20250605221700,30.4,1024.1,39,100,9.4,1.5,10051.3
53391,20250605221700,4.8,1017.7,48,136,2.0,1.3,10329.4
53446,20250605221700,11.1,1009.6,72,70,3.4,0.9,10156.2
53463,20250605221700,9.6,1014.2,20,44,6.1,0.2,10137.1
53480,20250605221700,0.1,1023.7,93,117,9.3,0.4,10273.2
53502,20250605221700,13.8,1020.7,39,118,5.4,0.0,10342.7
53513,20250605221700,17.7,1018.2,0,118,12.4,1.2,10269.9
53529,20250605221700,6.0,1004.0,91,126,4.9,0.7,10196.3
53543,20250605221700,1.0,1021.5,100,344,0.2,1.1,10098.9
53547,20250605221700,29.7,1012.8,9,27,4.5,0.2,10454.7
53602,20250605221700,5.2,1021.4,13,39,4.6,0.0,10244.3
54012,20250605221700,2.2,1011.8,3,13,11.5,0.5,10195.2
54026,20250605221700,6.4,1005.1,44,207,6.8,0.9,10398.0
54027,20250605221700,2.2,1018.1,84,240,6.0,1.1,10198.9
54102,20250605221700,25.5,1014.9,59,287,14.5,0.6,10298.5
54115,20250605221700,14.3,1026.2,71,286,0.2,1.2,10117.3
54134,20250605221700,6.7,1019.0,34,153,12.4,1.3,10484.2
54135,20250605221700,14.2,1009.8,75,45,9.7,0.4,10021.1
54208,20250605221700,5.9,1023.1,28,14,6.7,1.4,10385.5
54213,20250605221700,6.4,1010.9,81,200,2.1,0.0,10060.9
54218,20250605221700,22.3,1000.6,79,222,3.4,1.5,10459.4
54226,20250605221700,10.8,1019.0,54,320,5.1,0.8,10434.7
53519,20250605221700,20.0,1012.0,2,349,13.3,0.3,10083.2
53612,20250605221700,25.3,1020.9,2,359,0.3,1.4,10036.1
53614,20250605221700,12.7,1003.3,12,152,1.6,0.6,10075.0
53615,20250605221700,20.0,1018.8,3,28,6.0,1.5,10062.9
53704,20250605221700,11.3,1021.2,31,243,11.7,0.5,10020.6
53705,20250605221700,5.3,1022.5,2,248,12.9,0.5,10317.8
53723,20250605221700,18.4,1008.4,25,111,5.9,0.4,10023.8
53806,20250605221700,12.8,1013.1,83,148,1.1,0.6,10207.7
53810,20250605221700,27.3,1025.1,76,137,5.9,0.8,10172.5
53817,20250605221700,32.8,1024.7,69,103,10.7,0.1,10176.7
53903,20250605221700,8.8,1013.7,36,53,0.4,1.4,10082.2
53910,20250605221700,11.3,1014.4,84,63,9.7,0.3,10397.7
51886,20250605221700,25.8,1008.8,72,322,5.5,0.3,10202.0
52602,20250605221700,1.6,1018.5,58,4,6.3,0.4,10456.1
52633,20250605221700,22.2,1009.1,30,173,1.4,1.0,10470.6
52645,20250605221700,27.0,1013.2,67,65,11.7,0.3,10257.7
52657,20250605221700,1.6,1002.1,38,135,0.0,1.0,10136.4
52707,20250605221700,10.7,1017.6,37,235,7.8,1.1,10087.0
52713,20250605221700,9.3,1019.3,13,56,3.9,0.7,10412.1
52737,20250605221700,0.5,1001.2,92,175,14.0,1.3,10084.5
52754,20250605221700,10.9,1008.9,39,5,12.1,0.7,10368.1
52765,20250605221700,7.3,1001.3,1,182,14.6,0.1,10043.6
52818,20250605221700,12.4,1010.1,14,88,0.9,1.2,10411.4
52825,20250605221700,19.8,1010.4,44,356,7.6,1.2,10001.6
52833,20250605221700,31.8,1017.1,99,187,5.8,0.6,10077.0
52836,20250605221700,18.1,1005.7,32,96,10.0,0.3,10009.3
52842,20250605221700,29.8,1025.6,15,163,1.7,0.7,10183.9
52856,20250605221700,32.6,1007.0,0,337,2.4,0.8,10229.6
52866,20250605221700,20.3,1021.9,46,121,6.5,0.5,10402.6
52868,20250605221700,12.5,1006.7,90,16,14.7,0.3,10249.2
52876,20250605221700,9.9,1017.4,29,148,5.3,1.3,10143.9
52908,20250605221700,32.0,1012.2,6,179,10.2,0.5,10296.1
52943,20250605221700,12.9,1026.1,18,2,12.5,0.1,10106.6
52955,20250605221700,29.2,1018.5,34,230,6.0,1.4,10213.9
52974,20250605221700,20.7,1020.4,29,266,1.0,1.3,10126.9
56004,20250605221700,31.3,1015.1,77,104,4.0,1.5,10251.5
56018,20250605221700,29.4,1014.3,12,223,3.1,0.8,10178.9
56021,20250605221700,30.6,1002.2,100,241,5.8,0.5,10275.4
56029,20250605221700,16.8,1017.2,51,197,0.6,0.4,10027.4
56033,20250605221700,21.8,1015.5,41,154,14.3,0.3,10414.6
56034,20250605221700,13.3,1023.3,45,197,5.1,0.4,10376.1
56043,20250605221700,23.3,1010.2,24,51,4.9,0.3,10466.7
56046,20250605221700,20.7,1003.2,74,127,7.9,0.9,10307.2
56065,20250605221700,18.7,1023.6,77,25,10.1,1.0,10045.5
56067,20250605221700,24.4,1017.4,35,329,1.2,0.2,10118.2
56125,20250605221700,1.6,1002.2,11,169,12.4,1.0,10247.1
56151,20250605221700,7.4,1015.2,12,221,14.9,1.2,10423.4
54715,20250605221700,13.0,1026.0,9,327,8.7,1.3,10395.3
54725,20250605221700,13.8,1004.8,71,215,8.5,0.1,10287.8
54727,20250605221700,19.7,1016.2,63,93,7.4,0.3,10196.4
54744,20250605221700,14.9,1021.2,63,125,6.6,0.4,10363.4
54751,20250605221700,6.7,1014.4,54,247,13.0,0.1,10256.0
54753,20250605221700,31.7,1003.8,82,75,7.4,0.2,10031.5
54764,20250605221700,5.9,1000.0,96,16,7.2,1.0,10121.5
54774,20250605221700,14.8,1016.7,71,247,13.6,0.7,10165.6
54776,20250605221700,30.2,1023.6,50,11,14.6,1.4,10051.3
54808,20250605221700,22.8,1026.0,97,155,7.4,0.6,10470.1
54823,20250605221700,9.8,1003.2,96,239,5.9,0.4,10236.2
54826,20250605221700,33.1,1015.5,39,231,11.4,1.0,10117.3
54836,20250605221700,25.0,1014.6,89,24,1.5,0.2,10480.8
54842,20250605221700,1.3,1023.2,98,211,2.4,1.3,10027.4
54843,20250605221700,19.8,1017.5,28,298,2.9,1.3,10457.8
54857,20250605221700,18.8,1003.3,64,271,3.4,1.4,10439.0
54863,20250605221700,14.8,1006.9,15,181,6.8,0.9,10292.9
54909,20250605221700,13.3,1003.0,86,48,1.4,1.4,10287.9
54916,20250605221700,28.9,1025.6,76,219,10.8,1.3,10026.3
54929,20250605221700,23.7,1023.2,22,15,10.0,0.0,10375.4
54936,20250605221700,18.6,1007.1,4,297,8.7,1.0,10244.9
54945,20250605221700,15.5,1023.3,2,200,10.0,0.4,10023.0
58034,20250605221700,1.5,1025.9,82,176,11.5,0.4,10172.1
53478,20250605221700,12.3,1004.0,34,172,13.9,0.1,10340.0
53487,20250605221700,19.1,1016.4,74,118,5.2,0.5,10077.8
53490,20250605221700,34.0,1000.4,86,25,14.2,0.0,10165.4
53564,20250605221700,24.3,1021.1,52,140,4.0,1.4,10370.3
53578,20250605221700,25.5,1019.8,40,310,5.0,0.9,10328.5
53579,20250605221700,33.9,1025.4,83,91,9.3,1.4,10399.9
53588,20250605221700,4.6,1015.8,11,308,2.3,1.3,10165.9
53594,20250605221700,11.7,1021.3,22,302,11.4,1.0,10046.1
53663,20250605221700,25.4,1011.1,60,121,12.6,1.4,10420.3
53664,20250605221700,17.7,1016.7,22,336,14.3,1.4,10119.3
53673,20250605221700,28.6,1002.6,27,104,14.2,1.2,10074.9
53687,20250605221700,6.7,1021.1,56,104,0.7,0.9,10462.9
53764,20250605221700,27.1,1003.9,65,268,3.7,0.8,10304.7
53772,20250605221700,31.4,1011.4,11,221,8.3,0.6,10454.2
53775,20250605221700,22.6,1008.6,62,42,7.9,1.3,10300.7
53787,20250605221700,2.1,1012.2,63,108,8.5,0.9,10078.1
53853,20250605221700,14.2,1011.5,48,116,4.6,1.3,10385.2
53859,20250605221700,23.6,1008.7,3,232,4.1,1.0,10221.5
53863,20250605221700,12.6,1011.1,49,102,3.2,0.3,10016.7
53868,20250605221700,26.1,1021.4,27,25,5.3,0.3,10317.3
53877,20250605221700,13.8,1015.7,90,73,9.4,0.6,10101.4
53882,20250605221700,14.0,1005.1,82,208,9.5,0.2,10155.9
53884,20250605221700,18.9,1026.4,45,125,4.0,0.0,10328.2
53959,20250605221700,32.4,1002.2,3,227,8.8,0.9,10351.3
53963,20250605221700,14.1,1001.1,92,70,12.3,1.2,10478.5
53968,20250605221700,31.7,1023.7,91,200,10.5,0.9,10416.1
53975,20250605221700,0.0,1011.4,44,149,14.0,0.6,10455.7
57052,20250605221700,28.2,1022.0,99,258,3.0,1.2,10352.5
53646,20250605221700,26.8,1000.0,21,350,1.1,1.2,10458.8
53651,20250605221700,8.7,1015.6,69,44,0.0,0.7,10032.5
53725,20250605221700,30.7,1025.4,5,259,2.5,0.6,10452.6
53735,20250605221700,31.6,1025.6,21,210,0.7,0.3,10435.1
53738,20250605221700,8.9,1020.2,45,147,1.2,0.5,10291.3
53740,20250605221700,32.5,1025.3,68,112,7.1,0.8,10201.5
53754,20250605221700,17.3,1018.2,80,122,13.1,0.6,10495.9
53845,20250605221700,20.7,1022.8,99,15,14.7,0.2,10169.6
53854,20250605221700,5.6,1015.2,89,265,13.4,0.9,10453.2
53929,20250605221700,4.8,1011.8,91,86,7.3,0.3,10008.1
53942,20250605221700,19.4,1021.9,10,19,6.1,1.3,10094.5
53948,20250605221700,34.5,1000.5,56,334,5.6,0.1,10287.9
53955,20250605221700,0.5,1021.6,81,341,13.1,1.3,10444.3
57003,20250605221700,26.7,1026.2,70,126,1.5,0.0,10156.9
57025,20250605221700,13.8,1020.0,15,194,4.6,0.6,10023.7
57028,20250605221700,20.9,1014.7,92,134,12.4,1.3,10078.1
57030,20250605221700,18.0,1007.5,51,135,8.1,0.0,10256.2
57034,20250605221700,26.4,1011.2,88,192,8.9,0.5,10199.6
57037,20250605221700,0.7,1006.4,35,327,4.1,0.4,10197.4
57046,20250605221700,3.7,1014.2,15,269,10.9,1.0,10028.6
57048,20250605221700,28.6,1014.2,37,338,8.7,0.9,10430.6
57049,20250605221700,12.0,1019.2,47,305,5.6,0.1,10270.0
57106,20250605221700,34.8,1024.7,60,235,14.3,0.9,10197.5
57124,20250605221700,23.5,1020.0,38,302,6.8,1.2,10404.3
57127,20250605221700,32.9,1012.7,77,65,1.9,0.7,10278.9
57131,20250605221700,5.6,1016.7,75,168,6.2,1.2,10099.3
57134,20250605221700,11.8,1018.4,80,346,14.1,0.9,10032.7
57140,20250605221700,28.5,1018.2,89,140,11.8,0.4,10142.4
57143,20250605221700,3.6,1010.5,47,317,1.4,0.5,10449.3
57144,20250605221700,23.3,1002.4,50,221,9.6,0.9,10489.3
57154,20250605221700,20.8,1008.2,98,239,1.9,1.0,10241.3
57211,20250605221700,16.0,1018.2,40,77,5.0,1.5,10386.6
57232,20250605221700,11.8,1012.2,51,46,6.0,0.2,10332.8
57238,20250605221700,22.4,1017.0,42,78,7.9,1.3,10130.1
57245,20250605221700,12.7,1005.2,63,78,0.2,0.9,10091.7
57343,20250605221700,27.1,1006.2,96,173,10.6,1.3,10465.8
58362,20250605221700,30.6,1022.5,38,226,6.0,0.0,10135.0
56038,20250605221700,2.0,1011.4,33,254,13.9,1.4,10310.4
56079,20250605221700,2.0,1017.7,89,108,14.4,0.1,10369.6
56144,20250605221700,19.8,1010.7,39,69,6.1,1.3,10203.1
56146,20250605221700,21.8,1015.8,74,264,10.5,0.2,10267.6
56152,20250605221700,1.5,1007.7,7,75,6.1,1.5,10027.0
56167,20250605221700,0.3,1020.0,27,275,12.4,0.6,10415.2
56172,20250605221700,12.0,1011.1,99,99,4.8,0.8,10454.0
56173,20250605221700,21.0,1001.2,31,308,0.5,0.9,10381.3
56178,20250605221700,31.0,1016.3,22,336,12.7,1.1,10250.8
56182,20250605221700,18.8,1020.6,99,43,11.8,1.2,10202.0
56187,20250605221700,14.2,1020.8,38,135,13.4,0.0,10119.7
56188,20250605221700,18.5,1004.3,87,285,12.0,1.4,10428.9
56196,20250605221700,27.5,1020.1,92,296,7.1,1.3,10316.7
56247,20250605221700,24.8,1022.9,21,79,8.0,0.9,10351.9
56251,20250605221700,0.1,1018.6,42,253,6.9,0.0,10372.1
56257,20250605221700,15.6,1002.0,5,71,14.0,0.9,10440.7
56287,20250605221700,21.1,1020.1,12,206,9.4,0.2,10418.1
56357,20250605221700,1.8,1009.2,75,116,11.1,1.0,10475.0
56374,20250605221700,4.4,1019.0,40,165,8.8,1.5,10154.7
56385,20250605221700,15.7,1010.4,74,225,11.1,0.5,10179.1
56386,20250605221700,5.2,1020.3,92,183,1.1,0.9,10054.3
56459,20250605221700,5.6,1023.0,15,294,7.9,1.0,10126.0
56462,20250605221700,24.3,1024.2,97,37,11.9,1.2,10066.5
56475,20250605221700,15.7,1005.6,10,207,14.3,0.3,10365.7
56479,20250605221700,10.6,1015.0,54,258,14.3,1.3,10312.4
56485,20250605221700,30.5,1013.6,99,313,5.3,1.1,10138.5
56492,20250605221700,13.2,1020.6,91,345,10.6,0.7,10249.5
56565,20250605221700,22.5,1024.4,30,313,2.1,0.5,10144.1
56571,20250605221700,31.6,1000.2,28,132,2.7,0.1,10047.9
56666,20250605221700,12.3,1025.9,11,310,2.2,1.5,10393.3
56671,20250605221700,17.5,1011.2,44,207,6.6,1.5,10418.9
57206,20250605221700,27.2,1024.0,40,67,8.4,0.8,10340.7
57237,20250605221700,20.7,1004.8,62,283,7.5,1.3,10432.0
57306,20250605221700,10.5,1009.1,95,168,11.7,0.7,10462.2
57313,20250605221700,18.9,1001.7,10,124,6.9,1.1,10084.9
57314,20250605221700,3.5,1001.5,66,299,1.5,0.4,10472.6
57328,20250605221700,25.2,1023.4,7,189,7.9,0.0,10494.7
57405,20250605221700,0.5,1013.8,60,302,3.9,0.0,10104.4
57411,20250605221700,0.9,1026.3,2,340,13.2,0.9,10155.1
57503,20250605221700,20.4,1004.0,34,81,6.0,1.0,10403.5
57604,20250605221700,27.8,1014.1,1,340,6.3,0.7,10341.6
57608,20250605221700,9.2,1016.6,60,19,1.6,1.1,10162.6
54525,20250605221700,5.6,1017.8,92,137,2.9,1.1,10041.4
54527,20250605221700,16.3,1007.1,22,17,6.6,1.1,10021.3
54623,20250605221700,32.9,1007.5,51,359,8.4,0.4,10073.0
55228,20250605221700,34.7,1003.7,88,251,14.1,1.5,10313.6
55248,20250605221700,15.7,1020.5,34,295,4.4,0.0,10244.6
55279,20250605221700,2.5,1007.9,90,338,13.8,0.4,10401.3
55294,20250605221700,20.6,1003.9,69,135,9.1,1.5,10430.8
55299,20250605221700,22.5,1014.2,12,224,1.6,1.4,10204.8
55437,20250605221700,10.7,1001.1,98,217,5.1,0.3,10316.8
55472,20250605221700,9.7,1001.2,40,302,4.9,0.7,10468.0
55493,20250605221700,28.7,1005.1,85,263,2.5,1.2,10037.6
55569,20250605221700,31.9,1006.5,66,74,6.2,0.7,10016.8
55578,20250605221700,27.8,1006.2,38,198,7.0,0.2,10105.2
55585,20250605221700,12.1,1022.3,47,239,14.1,0.8,10443.0
55591,20250605221700,34.0,1005.5,44,159,4.7,1.1,10390.8
55598,20250605221700,32.4,1009.0,59,23,13.2,0.3,10183.2
55655,20250605221700,24.4,1004.7,84,325,8.9,0.4,10469.6
55664,20250605221700,1.1,1019.1,100,122,11.1,0.9,10422.3
55680,20250605221700,5.2,1000.1,48,284,6.1,1.3,10494.0
55681,20250605221700,0.8,1023.5,52,75,10.2,0.7,10182.3
55690,20250605221700,33.5,1003.5,9,211,14.4,0.1,10071.3
55696,20250605221700,33.5,1012.5,61,196,7.3,1.3,10387.4
55773,20250605221700,13.5,1020.5,31,99,3.3,1.5,10091.8
56106,20250605221700,24.4,1018.4,63,255,2.6,1.3,10459.9
56116,20250605221700,2.8,1003.5,60,265,10.7,0.1,10080.4
56137,20250605221700,15.2,1004.1,44,207,14.4,0.9,10414.8
56202,20250605221700,21.7,1000.8,63,154,7.5,1.1,10046.1
56223,20250605221700,5.8,1008.3,19,345,12.2,0.9,10341.4
56227,20250605221700,34.8,1025.6,18,148,6.8,0.6,10276.6
56312,20250605221700,2.5,1015.6,30,119,7.8,0.8,10208.2
56331,20250605221700,17.4,1007.8,82,101,4.2,1.4,10240.2
56434,20250605221700,11.7,1021.2,1,196,10.0,0.4,10214.0
51053,20250605221700,22.4,1008.2,79,234,11.8,0.7,10260.9
51059,20250605221700,33.8,1011.1,79,316,13.5,0.8,10385.5
51060,20250605221700,1.5,1001.6,80,89,6.0,0.5,10227.6
51068,20250605221700,0.4,1014.2,72,143,10.7,1.2,10146.7
51076,20250605221700,15.9,1007.5,31,294,6.8,1.3,10400.8
51087,20250605221700,33.8,1018.1,32,27,0.0,0.4,10482.2
51133,20250605221700,23.5,1009.0,60,310,13.9,1.3,10329.4
51156,20250605221700,30.1,1020.2,84,337,11.2,0.4,10495.0
51186,20250605221700,21.9,1009.3,60,140,12.9,1.2,10280.7
51232,20250605221700,4.7,1001.6,63,105,2.2,0.2,10226.6
51238,20250605221700,22.4,1003.6,35,119,5.3,1.4,10158.4
51241,20250605221700,19.4,1004.8,88,255,12.5,0.2,10107.8
51243,20250605221700,3.9,1006.6,1,350,0.6,0.5,10056.0
51288,20250605221700,33.7,1001.3,30,166,7.9,0.8,10301.5
51330,20250605221700,20.4,1022.0,61,258,12.6,0.0,10171.7
51334,20250605221700,18.1,1024.9,37,206,4.9,0.4,10174.6
51346,20250605221700,12.6,1024.1,12,66,0.4,1.5,10471.5
51358,20250605221700,6.0,1001.2,19,18,11.5,0.9,10291.8
51365,20250605221700,24.7,1007.4,91,3,8.4,0.5,10254.8
51367,20250605221700,31.2,1025.2,66,44,4.3,0.7,10272.3
51379,20250605221700,4.2,1008.2,43,18,0.3,1.3,10154.2
51431,20250605221700,20.7,1025.3,95,159,12.0,0.8,10200.5
51433,20250605221700,18.8,1021.2,37,295,6.7,0.2,10306.8
51437,20250605221700,15.3,1004.7,53,166,1.4,1.5,10001.9
51463,20250605221700,10.7,1021.2,15,291,14.9,1.1,10014.8
51467,20250605221700,30.4,1016.5,95,271,14.5,0.7,10392.9
51469,20250605221700,31.6,1018.2,1,164,5.9,0.2,10194.8
51470,20250605221700,27.6,1026.1,49,52,14.4,1.2,10290.0
51477,20250605221700,21.0,1009.6,1,208,7.5,0.0,10343.4
51495,20250605221700,22.4,1007.5,68,188,8.2,1.2,10427.9
51526,20250605221700,27.8,1006.9,75,224,7.1,1.0,10423.2
51542,20250605221700,33.3,1008.8,90,1,1.6,0.4,10489.2
51567,20250605221700,1.0,1010.0,2,333,13.2,0.3,10425.3
51573,20250605221700,0.9,1014.4,41,184,7.7,0.2,10302.5
51581,20250605221700,1.1,1009.3,92,349,7.7,1.0,10236.2
51628,20250605221700,10.1,1000.4,30,114,10.4,0.8,10385.6
51633,20250605221700,22.0,1000.4,59,333,13.5,0.0,10465.6
51639,20250605221700,11.9,1018.8,55,38,8.9,1.5,10315.9
51642,20250605221700,21.8,1000.6,93,10,7.9,0.3,10037.8
51644,20250605221700,10.9,1016.5,56,342,13.9,1.4,10295.2
51655,20250605221700,14.3,1000.0,65,145,12.9,0.4,10236.5
51656,20250605221700,26.4,1010.9,20,193,5.9,1.5,10357.5
51701,20250605221700,0.0,1000.1,35,239,9.4,0.1,10113.5
51704,20250605221700,2.6,1005.8,16,337,12.3,1.3,10446.2
51705,20250605221700,1.2,1005.1,37,347,10.1,1.0,10465.1
51709,20250605221700,28.2,1015.7,73,239,4.6,0.4,10217.6
51711,20250605221700,25.7,1020.7,74,117,0.8,0.7,10074.7
51716,20250605221700,0.5,1026.4,43,163,13.5,1.4,10439.1
51720,20250605221700,5.8,1002.0,82,281,11.3,0.2,10345.5
51730,20250605221700,31.6,1013.3,88,249,8.7,1.3,10393.6
51747,20250605221700,33.3,1012.2,56,20,4.6,0.9,10165.7
51765,20250605221700,10.7,1018.0,9,202,14.6,0.4,10296.6
51777,20250605221700,3.1,1008.9,97,60,10.1,1.2,10257.1
51804,20250605221700,31.5,1006.6,66,263,6.4,0.3,10228.0
51810,20250605221700,0.4,1006.3,51,277,13.7,0.1,10164.3
51811,20250605221700,13.3,1003.7,66,20,1.4,1.0,10130.8
51818,20250605221700,6.0,1023.7,74,224,8.8,0.4,10435.8
51828,20250605221700,29.0,1015.9,86,307,11.0,1.0,10162.9
51839,20250605221700,12.7,1008.3,59,191,12.1,1.1,10402.1
51855,20250605221700,25.8,1006.0,93,292,3.2,0.2,10139.3
51931,20250605221700,9.8,1016.7,62,259,1.9,1.0,10498.1
52101,20250605221700,30.8,1006.2,26,50,11.1,0.8,10075.0
52112,20250605221700,17.4,1010.7,64,223,7.8,0.2,10216.7
52118,20250605221700,14.9,1022.1,71,60,11.8,0.1,10235.4
52203,20250605221700,25.3,1018.0,16,1,4.4,0.7,10090.9
52313,20250605221700,16.6,1024.8,41,224,7.5,0.6,10474.7
56444,20250605221700,23.8,1017.3,65,182,8.3,1.4,10090.9
56533,20250605221700,11.1,1019.4,59,142,9.7,0.6,10473.6
56543,20250605221700,31.5,1015.8,85,290,7.0,1.1,10197.8
56548,20250605221700,16.5,1017.1,88,231,6.6,0.0,10035.1
56586,20250605221700,34.1,1008.7,1,350,6.1,0.0,10134.2
56643,20250605221700,4.4,1007.0,69,335,6.1,0.5,10481.3
56651,20250605221700,6.0,1005.0,82,88,14.8,1.0,10420.6
56664,20250605221700,21.9,1014.3,66,56,9.2,1.5,10174.2
56684,20250605221700,5.8,1014.6,91,210,2.3,1.5,10246.2
56739,20250605221700,23.6,1025.7,9,40,2.7,0.6,10413.8
56748,20250605221700,24.1,1020.2,3,163,12.9,1.3,10313.4
56751,20250605221700,32.8,1011.7,13,39,2.1,0.4,10079.8
56763,20250605221700,26.3,1005.6,71,1,12.4,1.2,10417.2
56768,20250605221700,30.0,1022.6,77,66,1.8,0.8,10098.0
56778,20250605221700,9.7,1002.3,100,148,12.2,0.7,10437.8
56786,20250605221700,10.2,1022.8,65,252,4.6,0.9,10162.6
56838,20250605221700,11.7,1015.9,74,142,2.5,0.0,10101.9
56856,20250605221700,5.2,1001.8,1,12,9.9,1.4,10341.7
56872,20250605221700,26.7,1007.3,87,296,8.9,1.2,10263.9
56875,20250605221700,1.1,1009.9,32,193,4.8,0.0,10271.0
56886,20250605221700,14.6,1022.6,66,93,5.2,0.2,10311.2
56946,20250605221700,12.7,1000.6,39,181,8.4,1.3,10001.0
56950,20250605221700,8.3,1003.6,30,142,3.4,0.9,10131.8
56951,20250605221700,17.3,1021.0,92,87,2.5,0.9,10131.2
56954,20250605221700,7.5,1025.2,79,61,4.5,0.6,10474.5
